trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
546,False,"{'a': 0.5, 'e': 0.3689429102071134}",25,0,-62.278156273189126,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
547,False,"{'a': 0.5, 'e': 0.2743093577986452}",20,9,17.354452234564587,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.176934996961671}",20,0,26.920450235521326,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.07779276012198974}",20,10,18.175907155056144,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.022126756261955736}",20,3,30.6535373277193,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.12182518941147201}",35,26,13.549340748810408,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.2203063855384424}",20,3,-14.69363115792465,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.31658635308472155}",25,20,7.638591013433884,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.40970309444051295}",30,0,-13.674762586832498,"{0: 26, 1: 1, 2: 1, 3: 2, 4: 0}",0
555,False,"{'a': 0.5, 'e': 0.49872621790648564}",20,0,-59.908604293259465,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
556,False,"{'a': 0.5, 'e': 0.5827662338601124}",20,6,-52.44826063211823,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
557,False,"{'a': 0.5, 'e': 0.6609834422419141}",30,0,-88.23978169705673,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
558,False,"{'a': 0.5, 'e': 0.7325963225609111}",20,0,-37.01358324941473,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
559,False,"{'a': 0.5, 'e': 0.7968893425890271}",20,0,-54.43724084615661,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
560,False,"{'a': 0.5, 'e': 0.8532201077225842}",25,0,-169.62220362464654,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
561,False,"{'a': 0.5, 'e': 0.901025779576851}",20,2,-113.772539784485,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 2}",1
562,False,"{'a': 0.5, 'e': 0.9398286996811099}",30,0,-182.98814025720046,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
563,False,"{'a': 0.5, 'e': 0.9692411620842188}",30,9,-108.41345164993164,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 2}",1
564,False,"{'a': 0.5, 'e': 0.9889692871843135}",25,0,-97.01053010599364,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
565,False,"{'a': 0.5, 'e': 0.9988159580766447}",30,0,-248.69318427534205,"{0: 17, 1: 0, 2: 5, 3: 5, 4: 3}",0
566,False,"{'a': 0.5, 'e': 0.9986827900805341}",20,0,-180.70369050787096,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
567,False,"{'a': 0.5, 'e': 0.9885711137665782}",25,0,-129.90567470062066,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
568,False,"{'a': 0.5, 'e': 0.9685819616620305}",25,0,-114.09764427381036,"{0: 12, 1: 5, 2: 6, 3: 2, 4: 0}",0
569,False,"{'a': 0.5, 'e': 0.9389150587671843}",20,6,-125.32971903867626,"{0: 8, 1: 1, 2: 1, 3: 2, 4: 2}",1
570,False,"{'a': 0.5, 'e': 0.8998668269691937}",20,3,-109.18893677923391,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 2}",1
571,False,"{'a': 0.5, 'e': 0.8518274232925497}",25,0,-147.59357888060558,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 2}",0
572,False,"{'a': 0.5, 'e': 0.7952768415790757}",20,0,-42.8902027090197,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
573,False,"{'a': 0.5, 'e': 0.730780116548116}",20,0,-65.9572632112085,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
574,False,"{'a': 0.5, 'e': 0.6589816781563973}",20,10,16.860452721933207,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.580598912666927}",20,15,9.338910574300575,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.4964149947625673}",25,3,-70.08945016464956,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.4072710623235205}",25,0,-8.183907942948276,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
578,False,"{'a': 0.5, 'e': 0.31405781205565125}",25,7,-22.61364179568205,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
579,False,"{'a': 0.5, 'e': 0.2177065999434321}",20,1,-43.573368084695474,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
580,False,"{'a': 0.5, 'e': 0.11918013544881928}",30,13,9.273814421994922,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.019462862436509885}",30,17,24.533778358773546,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.08044887706369817}",20,16,7.962797835076432,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.17955679797714888}",30,13,22.806555798546594,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.276870646718798}",20,7,-0.24267459480051157,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.37141809547969407}",20,6,-83.37807932891758,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
586,False,"{'a': 0.5, 'e': 0.4622544574050628}",25,0,16.758716317260482,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
587,False,"{'a': 0.5, 'e': 0.5484721255930483}",20,0,-74.1523870382978,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
588,False,"{'a': 0.5, 'e': 0.6292096416028881}",20,0,-1.07986522420517,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.7036603028628863}",20,0,-48.38053586244356,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
590,False,"{'a': 0.5, 'e': 0.7710802229758452}",35,0,-111.68212099841541,"{0: 20, 1: 6, 2: 7, 3: 2, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.8307957643860683}",30,0,-79.49127429409089,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
592,False,"{'a': 0.5, 'e': 0.882210269143113}",20,0,-82.89125461223848,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
593,False,"{'a': 0.5, 'e': 0.9248100205108226}",20,0,-79.36598787389353,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
594,False,"{'a': 0.5, 'e': 0.9581693758551366}",35,0,-165.51995325724002,"{0: 27, 1: 1, 2: 3, 3: 0, 4: 4}",0
595,False,"{'a': 0.5, 'e': 0.9819550195245901}",25,0,-60.828807224999366,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
596,False,"{'a': 0.5, 'e': 0.9959292932301297}",20,0,-91.22339378021327,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
597,False,"{'a': 0.5, 'e': 0.9999525706481683}",30,7,-79.54108889368824,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 1}",1
598,False,"{'a': 0.5, 'e': 0.9939846525206636}",20,11,-28.111167019109352,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
599,False,"{'a': 0.5, 'e': 0.9780851683128142}",20,12,-26.649618706923196,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.9524129804151563}",20,0,-72.71940325958259,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
601,False,"{'a': 0.5, 'e': 0.9172245968430627}",25,0,-88.69131798711496,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
602,False,"{'a': 0.5, 'e': 0.872871608293454}",35,0,-205.53184377062695,"{0: 22, 1: 3, 2: 5, 3: 2, 4: 3}",0
603,False,"{'a': 0.5, 'e': 0.8197971751667692}",20,0,-101.12970437251879,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
604,False,"{'a': 0.5, 'e': 0.758531599654735}",25,3,-34.442716877274734,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.6896870271361664}",25,13,-24.158723938533424,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
606,False,"{'a': 0.5, 'e': 0.6139513298226686}",25,10,1.6305989313758358,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.5320812337669102}",30,11,-35.01891449790483,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
608,False,"{'a': 0.5, 'e': 0.4448947579060243}",25,11,11.258987659840301,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
609,False,"{'a': 0.5, 'e': 0.35326304068679576}",20,0,-38.64881014901232,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
610,False,"{'a': 0.5, 'e': 0.25810163593826746}",25,7,-62.75075115254155,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
611,False,"{'a': 0.5, 'e': 0.1603613649604949}",25,16,-25.313870704518234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
612,False,"{'a': 0.5, 'e': 0.061018816232456675}",20,11,18.070723358447758,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.03893341233723732}",25,16,18.08900791226389,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.5, 'e': 0.13849663112053268}",25,15,22.030071527947754,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.23667603734656428}",25,16,15.751422153040869,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.5, 'e': 0.33249065484213236}",30,7,4.940791172501161,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.4249831356213158}",20,6,-20.05779767340405,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.5132293253901182}",25,5,-42.577508847569646,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.5963474973906817}",20,0,-95.63623612585928,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
620,False,"{'a': 0.5, 'e': 0.6735071623235862}",25,0,-68.98084926073827,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
621,False,"{'a': 0.5, 'e': 0.7439373663224272}",25,1,-83.7530987429548,"{0: 17, 1: 1, 2: 2, 3: 4, 4: 0}",1
622,False,"{'a': 0.5, 'e': 0.8069343940699727}",25,0,-62.067375961778986,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
623,False,"{'a': 0.5, 'e': 0.861868800089018}",25,16,-17.361833274637235,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.9081916979535211}",25,0,-103.94786082027827,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
625,False,"{'a': 0.5, 'e': 0.9454402445803316}",25,0,-91.35919337677761,"{0: 13, 1: 3, 2: 9, 3: 0, 4: 0}",0
626,False,"{'a': 0.5, 'e': 0.9732422648042924}",25,0,-78.13073214826878,"{0: 17, 1: 0, 2: 6, 3: 2, 4: 0}",0
627,False,"{'a': 0.5, 'e': 0.9913199700294487}",20,0,-93.84028986498323,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
628,False,"{'a': 0.5, 'e': 0.9994927338008855}",30,6,-117.55224649674747,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 2}",1
629,False,"{'a': 0.5, 'e': 0.9976788965645553}",25,0,-146.54810897901103,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
630,False,"{'a': 0.5, 'e': 0.9858965815825497}",20,0,-74.4908704169566,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
631,False,"{'a': 0.5, 'e': 0.9642635138514517}",20,0,-39.01139469493127,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
632,False,"{'a': 0.5, 'e': 0.9329958438330894}",25,0,-205.77762517648588,"{0: 12, 1: 1, 2: 8, 3: 1, 4: 3}",0
633,False,"{'a': 0.5, 'e': 0.892405987750569}",20,0,-90.78530507537965,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
634,False,"{'a': 0.5, 'e': 0.8428995060286443}",20,0,-34.86076113242028,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
635,False,"{'a': 0.5, 'e': 0.784971051068018}",20,0,-84.05138332477723,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 0}",0
636,False,"{'a': 0.5, 'e': 0.7191994248420474}",25,1,-90.44912147841434,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 1}",1
637,False,"{'a': 0.5, 'e': 0.6462417956987768}",25,0,-27.103251676150627,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
638,False,"{'a': 0.5, 'e': 0.5668271321520203}",25,0,-39.83292067152741,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
639,False,"{'a': 0.5, 'e': 0.48174891926893926}",25,8,-11.383939901396671,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.39185723042955}",20,9,-21.951891198251534,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
641,False,"{'a': 0.5, 'e': 0.2980502336744744}",25,17,12.334915532588681,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.2012652175068453}",25,0,18.61630104122221,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
643,False,"{'a': 0.5, 'e': 0.10246922581532364}",25,15,-0.9728329501659525,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
644,False,"{'a': 0.5, 'e': 0.0026493954912638444}",20,16,9.814456999460901,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.5, 'e': 0.0971969067167568}",25,3,-19.965910476445227,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
646,False,"{'a': 0.5, 'e': 0.19607204956190338}",20,10,-21.116058121002332,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
647,False,"{'a': 0.5, 'e': 0.292988105300616}",20,15,-30.59505209965116,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
648,False,"{'a': 0.5, 'e': 0.38697672074015643}",25,19,4.491154901951083,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.5, 'e': 0.47709879270357103}",20,9,10.402458254988948,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
650,False,"{'a': 0.5, 'e': 0.562453851238172}",25,2,25.723485081178502,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.6421890568137371}",20,12,-9.239050160615994,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
652,False,"{'a': 0.5, 'e': 0.7155077216130871}",30,0,-90.6697268662301,"{0: 21, 1: 4, 2: 2, 3: 2, 4: 1}",0
653,False,"{'a': 0.5, 'e': 0.7816772697734873}",30,9,-26.12038231870092,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 0}",1
654,False,"{'a': 0.5, 'e': 0.8400365570424713}",20,9,-29.746390057270446,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
655,False,"{'a': 0.5, 'e': 0.8900024767126464}",35,0,-327.50062344240735,"{0: 20, 1: 2, 2: 4, 3: 3, 4: 6}",0
656,False,"{'a': 0.5, 'e': 0.9310757858312195}",20,0,-63.7572392514832,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
657,False,"{'a': 0.5, 'e': 0.9628460934704971}",25,14,-51.14424226084139,"{0: 7, 1: 0, 2: 2, 3: 2, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.9849959612184215}",20,0,-85.0703996645498,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
659,False,"{'a': 0.5, 'e': 0.9973040749182293}",20,0,-194.3795672695346,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 4}",0
660,False,"{'a': 0.5, 'e': 0.99964745596635}",20,0,-183.42593290888175,"{0: 10, 1: 3, 2: 2, 3: 2, 4: 3}",0
661,False,"{'a': 0.5, 'e': 0.9920026900739702}",25,0,-184.98796032819124,"{0: 11, 1: 2, 2: 9, 3: 1, 4: 2}",0
662,False,"{'a': 0.5, 'e': 0.9744461612148652}",20,0,-59.18289624810576,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
663,False,"{'a': 0.5, 'e': 0.9471532884219778}",25,0,-98.38621815774968,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
664,False,"{'a': 0.5, 'e': 0.9103967730584245}",20,0,2.5638212399485387,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.8645438740756395}",25,6,-64.10603058688922,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 1}",1
666,False,"{'a': 0.5, 'e': 0.8100527384832928}",25,0,-57.30213614750186,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
667,False,"{'a': 0.5, 'e': 0.747467823695864}",20,1,-30.168215836428605,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
668,False,"{'a': 0.5, 'e': 0.6774144574940792}",20,2,-38.8097361264937,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
669,False,"{'a': 0.5, 'e': 0.6005925899564515}",25,3,-49.945956136977294,"{0: 19, 1: 0, 2: 0, 3: 2, 4: 1}",1
670,False,"{'a': 0.5, 'e': 0.5177697997895051}",25,4,-10.483546223526703,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.42977362493499033}",20,3,-42.52077541584261,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
672,False,"{'a': 0.5, 'e': 0.33748329408441025}",20,1,-26.875044591354538,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.24182094171648436}",25,13,-10.80933018991815,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
674,False,"{'a': 0.5, 'e': 0.14374239443428918}",30,18,9.174820674035757,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.04422762066183892}",20,5,27.758170378296892,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.05572906087657094}",20,16,8.79385899689809,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.15512891606026627}",20,0,9.312152957565726,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
678,False,"{'a': 0.5, 'e': 0.2529787743934896}",20,4,7.610501811215464,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
679,False,"{'a': 0.5, 'e': 0.34830095243665155}",30,11,15.980543338623256,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.4401430224960407}",20,1,-5.671411089455554,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
681,False,"{'a': 0.5, 'e': 0.5275873289666017}",25,4,-120.3206020684089,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 2}",1
682,False,"{'a': 0.5, 'e': 0.6097601572433003}",30,19,-51.47796469579915,"{0: 6, 1: 0, 2: 4, 3: 1, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.6858404635887347}",20,0,-40.80072041486963,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
684,False,"{'a': 0.5, 'e': 0.7550680787307162}",25,0,-124.42293911683996,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
685,False,"{'a': 0.5, 'e': 0.8167513032223336}",20,0,-46.09360698903255,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
686,False,"{'a': 0.5, 'e': 0.8702738186742472}",30,1,-107.61158695066986,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 1}",1
687,False,"{'a': 0.5, 'e': 0.9151008458042379}",25,0,-123.25262924043072,"{0: 12, 1: 4, 2: 6, 3: 3, 4: 0}",0
688,False,"{'a': 0.5, 'e': 0.950784487775076}",30,8,-144.20099980868153,"{0: 10, 1: 2, 2: 7, 3: 2, 4: 1}",1
689,False,"{'a': 0.5, 'e': 0.9769682054316357}",20,0,-118.32949768370442,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
690,False,"{'a': 0.5, 'e': 0.9933903797222716}",20,0,-120.58467576711276,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
691,False,"{'a': 0.5, 'e': 0.9998869257099255}",25,0,-144.16874680921094,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
692,False,"{'a': 0.5, 'e': 0.9963929320545596}",25,0,-149.76716592387638,"{0: 14, 1: 4, 2: 3, 3: 2, 4: 2}",0
693,False,"{'a': 0.5, 'e': 0.982943309585819}",25,0,-143.5642374193366,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
694,False,"{'a': 0.5, 'e': 0.9596724424855533}",20,11,-27.076298904070875,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.926812845565509}",25,0,-116.32522618842889,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
696,False,"{'a': 0.5, 'e': 0.8846928410561633}",20,0,-14.759987402735348,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
697,False,"{'a': 0.5, 'e': 0.8337332781195631}",20,0,19.754512831309672,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
698,False,"{'a': 0.5, 'e': 0.7744433278635736}",20,11,-25.60204488203468,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
699,False,"{'a': 0.5, 'e': 0.7074153958724908}",25,0,-56.889155025384774,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
700,False,"{'a': 0.5, 'e': 0.6333192030862999}",20,8,8.84008986505172,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
701,False,"{'a': 0.5, 'e': 0.5528950941703545}",20,12,-30.266999977837038,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
702,False,"{'a': 0.5, 'e': 0.46694664023629}",20,14,10.052099563664653,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.37633260982502265}",25,19,9.435370162393168,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.5, 'e': 0.281958388375392}",20,0,7.63627237273632,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
705,False,"{'a': 0.5, 'e': 0.18476693191217952}",20,8,12.801674739938793,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.08572934534111404}",20,14,10.685303885481208,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.014164820510231907}",20,0,22.43812881608715,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
708,False,"{'a': 0.5, 'e': 0.11391745615730677}",30,19,-0.5628642504214221,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
709,False,"{'a': 0.5, 'e': 0.21253186623857634}",25,11,-73.41732372509817,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
710,False,"{'a': 0.5, 'e': 0.3090227281660707}",25,9,5.633409140560161,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
711,False,"{'a': 0.5, 'e': 0.4024259371430759}",25,0,-43.83607647226086,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
712,False,"{'a': 0.5, 'e': 0.49180823918046324}",20,14,-1.6911726979370028,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
713,False,"{'a': 0.5, 'e': 0.5762765558621497}",20,0,-36.39638821648249,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",1
714,False,"{'a': 0.5, 'e': 0.6549869076893757}",20,0,-60.624291746128186,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
715,False,"{'a': 0.5, 'e': 0.7271528468448446}",35,0,-166.47599500213101,"{0: 24, 1: 0, 2: 6, 3: 3, 4: 2}",0
716,False,"{'a': 0.5, 'e': 0.7920533151194233}",25,0,-188.52004434235354,"{0: 12, 1: 5, 2: 4, 3: 1, 4: 3}",0
717,False,"{'a': 0.5, 'e': 0.8490398484873364}",25,0,-132.77103133086456,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
718,False,"{'a': 0.5, 'e': 0.8975430563444248}",25,0,-97.60970826853384,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
719,False,"{'a': 0.5, 'e': 0.9370783106708145}",20,0,-76.616206780717,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
720,False,"{'a': 0.5, 'e': 0.9672505882738824}",20,0,-113.28569097985358,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",0
721,False,"{'a': 0.5, 'e': 0.9877584177294565}",25,0,-109.7428500672819,"{0: 12, 1: 7, 2: 5, 3: 0, 4: 1}",0
722,False,"{'a': 0.5, 'e': 0.9983968915845978}",20,5,-68.58942978768007,"{0: 9, 1: 0, 2: 4, 3: 2, 4: 0}",1
723,False,"{'a': 0.5, 'e': 0.9990597137251612}",25,0,-134.37770325184823,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
724,False,"{'a': 0.5, 'e': 0.9897402614514161}",20,0,-112.08448262116194,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
725,False,"{'a': 0.5, 'e': 0.9705316516498831}",30,0,-126.07048933133635,"{0: 18, 1: 1, 2: 9, 3: 1, 4: 1}",0
726,False,"{'a': 0.5, 'e': 0.9416258104001715}",35,0,-260.88991012083665,"{0: 19, 1: 4, 2: 5, 3: 3, 4: 4}",0
727,False,"{'a': 0.5, 'e': 0.9033115553130557}",25,2,-11.074130794053525,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
728,False,"{'a': 0.5, 'e': 0.855971709760354}",25,6,-150.26840478066507,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 3}",1
729,False,"{'a': 0.5, 'e': 0.8000792778303477}",20,0,-44.04428509101022,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
